السؤال,الجواب,الكلمة المفتاحية,التصنيف
ماذا يحدث إذا لم يتم توقيع الكفيل على الإقرار الخطي؟,في حال عدم توقيع الكفيل على الإقرار الخطي، لا يمكن للموظف الحصول على النسبة من المكافأة ,توقيع الإقرار، الكفيل,كفالة
ماذا يحدث إذا لم يتمكن الطالب من الحصول على المادة الاختيارية المطلوبة لتخرجه؟,يمكن للعميد الموافقة على أن يدرس الطالب مادة بديلة مشابهة من نفس الكلية أو من التخصصات المناظرة ,المادة الاختيارية,تعليم
ماذا يحدث إذا لم يتمكن الطالب من رفع معدله التراكمي بعد 5 فصول؟,يُفصل من الجامعة ,فصل، معدّل تراكمي، فصول,قوانين أكاديمية
ماذا يحدث إذا لم يتمكن الطالب من رفع معدله التراكمي بعد الفصل الاستدراكي؟,إذا لم يتمكن من رفع معدله، يتم فصله من الجامعة دون إنذار ,فصل استدراكي، رفع المعدل,تعليم
ماذا يحدث إذا لم يثبت عضو الهيئة التدريسية خلال مدة التجربة؟,تعتبر خدمته منتهية حكماً إذا لم يثبت خلال مدة التجربة المحددة ,إنهاء الخدمة,شروط التوظيف
ماذا يحدث إذا لم يثبت عضو الهيئة التدريسية خلال مدة التجربة؟,إذا لم يثبت خلال خمس سنوات، تعتبر خدمته منتهية حكماً ,التثبيت,شروط وأحكام
ماذا يحدث إذا لم يحصل الطالب على المعدل التراكمي المطلوب؟,إذا لم يحصل الطالب على المعدل التراكمي المطلوب (3 نقاط) في نهاية الفصل الدراسي، يتم إنذاره أكاديميًا ,المعدل التراكمي,الإنذار الأكاديمي
ماذا يحدث إذا لم يحضر الأعضاء في الاجتماع الثاني للهيئة العامة؟,يعتبر الاجتماع الثاني قانونيًا حتى وإن لم يتوفر النصاب القانوني ,الاجتماع الثاني,تعليم
ماذا يحدث إذا لم يحقق الطالب المعدل التراكمي المطلوب بعد الإنذار الأكاديمي؟,إذا لم يحقق الطالب المعدل التراكمي المطلوب بعد الإنذار الأكاديمي، يتم فصله من البرنامج ,الفصل الأكاديمي,الإنذار الأكاديمي
ماذا يحدث إذا لم يحقق الطالب شروط الانتقال بسبب الفصل الأكاديمي؟,إذا تم فصل الطالب أكاديمياً من التخصص ولم يحقق شروط الانتقال، يمكن قبوله في برنامج الموازي أو الدولي في تخصص آخر ,الفصل الأكاديمي,تعليم
ماذا يحدث إذا لم يرغب المقترض في الاستمرار بملكية العقار الممول من القرض؟,يمكن للصندوق شراء العقار من المقترض غير الراغب في الاستمرار بملكيته عند تركه العمل نهائياً من الجامعة ,شراء العقار,تعليم
ماذا يحدث إذا لم يرفع الطالب معدله التراكمي إلى الحد الأدنى بعد إنذار أكاديمي؟,يُفصل الطالب من التخصص بعد انتهاء المدة المقررة ,الإنذار الأكاديمي,تعليم
ماذا يحدث إذا لم يستكمل الطالب إجراءات الانتقال إلى تخصص آخر في مدة تزيد عن فصل دراسي؟,إذا تجاوز الطالب مدة فصل دراسي ولم يستكمل إجراءات الانتقال، يُعتبر مفصولاً من الجامعة ,إجراءات الانتقال,تعليم
ماذا يحدث إذا لم يستنفذ الموظف إجازته السنوية؟,إذا لم يستنفذ الموظف إجازته السنوية، يمكنه تجميعها للعام التالي أو صرفها وفقًا لقرار الإدارة ,إجازة سنوية,قوانين العمل
ماذا يحدث إذا لم يسجل الطالب في الوقت المحدد؟,يتم إلغاء تسجيله إذا لم يسدد الرسوم الدراسية في المواعيد المحددة,التسجيل والرسوم الدراسية,الإجراءات الأكاديمية
ماذا يحدث إذا لم يسجل الطالب لفصل دراسي أو انسحب من جميع مواده؟,إذا لم يسجل الطالب لفصل دراسي أو انسحب من جميع مواده بعد استنفاذ مدة التأجيل المسموح بها، فإنه يفصل من البرنامج الأكاديمي ,انسحاب من المواد,الفصل الأكاديمي
ماذا يحدث إذا لم يسدد الطالب رسوم الفصل الدراسي؟,يُلغى تسجيل الطالب في أي فصل إذا لم يسدد الرسوم المقررة في المواعيد المحددة لذلك الفصل ,تسديد الرسوم,التسجيل
ماذا يحدث إذا لم يشترك شخص في التأمين الصحي؟,لا يحق لمن لم يشترك في التأمين الصحي الاستفادة من أي من المزايا الواردة في هذه التعليمات ,الاشتراك في التأمين الصحي,شروط الاشتراك
ماذا يحدث إذا لم يقدم الطالب العذر المقبول لغيابه؟,يُعتبر غيابه غير مبرر ويُسجل كغياب عادي ,غياب، عذر، غياب غير مبرر,قوانين أكاديمية
ماذا يحدث إذا لم يقدم الطالب ما يثبت عذره القهري؟,إذا لم يقدم الطالب ما يثبت عذره القهري خلال أسبوعين من زوال أسباب الغياب، يتم تسجيل غيابه ,العذر القهري، الغياب,تعليم
ماذا يحدث إذا لم يقدم الموظف كفيلًا بديلًا؟,في حال عدم تقديم كفيل بديل، يتم حجز 50% من قيمة القرض من مستحقات الكفيل الذي ترك العمل ,حجز القرض، كفيل بديل,كفالة
ماذا يحدث إذا لم يقم الطالب بإجراء التعديلات على رسالته بعد المناقشة؟,إذا لم يقم الطالب بإجراء التعديلات المطلوبة في الوقت المحدد، يتم منحه شهادة دبلوم الدراسات العليا وفقًا لأحكام المادة (5 ) ,التعديلات على الرسالة,مناقشة الرسالة
ماذا يحدث إذا لم يكن هناك تمويل كافٍ لدعم البحث العلمي؟,يلتزم المجلس بمحاولة إيجاد مصادر تمويل بديلة,تمويل البحث العلمي,مسؤوليات
ماذا يحدث إذا لم يلتزم الطالب بحضور المحاضرات؟,يتم اتخاذ الإجراءات المنصوص عليها في اللوائح الداخلية للجامعة، ومنها الحرمان من دخول الامتحانات ,حضور المحاضرات,تعليم
