السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
ما هي الإجراءات التي يجب على الطالب اتباعها إذا غاب بعذر عن الامتحان النهائي؟,"يجب أن يقدم الطالب عذره خلال أسبوع من تاريخ زوال العذر، وفي حال قبوله يتم إجراء امتحان تعويضي ",الامتحان النهائي,تعليم,0.530061305
ما هي الإجراءات التي يجب على الطالب اتباعها بعد تعديل رسالته؟,"يجب على الطالب عرض الرسالة المعدلة على لجنة المناقشة بعد إجراء التعديلات  إذا وافقت اللجنة، يعتبر الطالب ناجحًا، وإذا لم توافق، يعتبر راسبًا ","عرض الرسالة المعدلة، لجنة المناقشة",تعديل الرسالة,0.529495776
ما هي الإجراءات التي يجب على الطالب اتباعها عند تقديم استقالته من الجامعة للإيفاد؟,يجب على الطالب تقديم استقالته من العمل في الجامعة اعتباراً من تاريخ الإيفاد بناءً على قرار مجلس العمداء وإجراءات التنسيب من مجلس القسم والمجلس الكلية ولجنة التعيين والترقية ,"تقديم الاستقالة، الإيفاد",نظام البعثات العلمية,0.529077768
ما هي الإجراءات التي يجب على الطالب اتباعها لإيداع رسالته في مكتبة الجامعة؟,"يجب على الطالب إيداع نسختين من رسالته (ورقية وإلكترونية) وتسليم أربع نسخ ورقية إلى عمادة البحث العلمي والدراسات العليا، الكلية المعنية، القسم، والمشرف على الرسالة، بالإضافة إلى نسخة إلكترونية إلى عمادة البحث العلمي والدراسات العليا وفق النموذج المعتمد ","إيداع الرسالة، مكتبة الجامعة",إجراءات الرسالة,0.530335844
ما هي الإجراءات التي يجب على الطالب اتباعها لطلب دبلوم الدراسات العليا بعد إتمام 30 ساعة معتمدة؟,"يجب على الطالب التقدم خطيًا إلى قسمه مبدياً عدم رغبته في مواصلة دراسة الماجستير بعد دراسته ما لا يقل عن 30 ساعة معتمدة، والاكتفاء بالحصول على شهادة دبلوم الدراسات العليا، بناءً على تنسيب لجنة الكلية وتوصية لجنة القسم وقرار المجلس ","طلب الدبلوم، الشروط",شروط منح الشهادات,0.529081523
ما هي الإجراءات التي يجب على الطالب اتباعها للتقديم للقبول في برامج الدراسات العليا؟,يجب تقديم طلبات الالتحاق للبرامج على النموذج المعتمد إلى كلية الدراسات العليا ,إجراءات التقديم,قبول,0.531761706
ما هي الإجراءات التي يجب على الطالب اتباعها للحصول على شهادة تخرج من الجامعة؟,يجب على الطالب الحصول على وثيقة تثبت براءته من الذمة المالية للجامعة لإتمام إجراءات تخرجه ,شهادة التخرج,تعليم,0.529768586
ما هي الإجراءات التي يجب على الطالب اتخاذها إذا انقطع عن الدراسة خلال ثلاثة أسابيع من بداية الفصل؟,عليه التقدم بعذر لعميد الكلية ويُعتبر منقطعًا بعذر إذا قُبل العذر ,"انقطاع عن الدراسة، عذر، عميد الكلية",انقطاع عن الدراسة,0.530878067
ما هي الإجراءات التي يجب على الموفد اتباعها في حال تغيير حالته الدراسية؟,يجب على الموفد تزويد الجامعة بالمعلومات والوثائق عن سير دراسته وفقاً للتعليمات الصادرة بموجب أحكام النظام ,"تحديث الحالة الدراسية، الوثائق","إدارية، أكاديمية",0.530518413
ما هي الإجراءات التي يجب على الموفد القيام بها أثناء فترة البعثة؟,"يجب على الموفد تقديم المستندات التي تثبت تقدمه في دراسته وتقديم فحوصات طبية، بالإضافة إلى الالتزام بشروط التأشيرات والسفر ",إجراءات البعثة,البعثات العلمية,0.529145002
ما هي الإجراءات اللازمة لإتلاف الموازم غير الصالحة؟,يتم إتلاف الموازم غير الصالحة بقرار من العميد المختص أو المدير إذا كانت قيمتها لا تتجاوز 300 دينار ,إتلاف الموازم,إجراءات,0.530661047
ما هي الإجراءات اللازمة للحصول على موافقة الإيفاد؟,"يجب الحصول على موافقة مجلس العمداء بناءً على تنسيب مجلس القسم المختص، ومجلس الكلية، وتوصية لجنة التعيين والترقية ","موافقة الإيفاد، الإجراءات","إدارية، أكاديمية",0.531704187
ما هي الإجراءات المتبعة إذا تجاوز الموفد مدة بعثته؟,"يجوز لمجلس العمداء صرف قرض للموفد لا يزيد على مخصصات عام كامل، بعد تقديم الضمانات المطلوبة لتسديده وفق الشروط المحددة في قرار منح القرض ","تجاوز المدة، صرف القرض","مالية، إدارية",0.531749666
ما هي الإجراءات المتبعة إذا تم العثور على موازم قديمة؟,يتم التخلص من الموازم القديمة إما ببيعها أو إتلافها بناءً على قرار اللجنة المختصة ووفقًا لاحتياجات الجامعة ,موازم قديمة,إجراءات,0.530658305
ما هي الإجراءات المتبعة إذا تم سرقة الخزانة؟,"يتم اتخاذ إجراءات قانونية ضد الشخص الذي قام بالسرقة، ويتم تغريم المشترك في حالة الإهمال ",سرقة الخزانة,تعليم,0.529395938
