Question,Answer
ما هي أهمية المادة 31؟,تُعطي المجلس سلطة البت في الحالات غير المنصوص عليها.
ما هي المسؤولية القانونية لرئيس الجامعة فيما يتعلق بتطبيق هذه التعليمات؟,مسؤولية مباشرة.
هل تغطي هذه التعليمات جميع أنواع الأموال المنقولة وغير المنقولة؟,يُفترض ذلك.
ما هي الغاية من وضع هذه التعليمات؟,تنظيم عملية تأجير واستئجار أموال الجامعة.
ماذا لو حدث تعارض بين مادتين من هذه التعليمات؟,يُحال إلى المجلس لتفسير النصوص والبت في الأمر.
كيف يمكن ضمان الشفافية في عملية تأجير واستئجار أموال الجامعة؟,"من خلال آليات واضحة وشفافة لتقديم الطلبات واختيار الجهات المستأجرة، مع رقابة داخلية."
كيف يمكن ضمان تحقيق مصلحة الجامعة في جميع عمليات التأجير والاستئجار؟,"بإجراء دراسات جدوى اقتصادية، وتحديد شروط عقدية صارمة تحمي حقوق الجامعة."
كيف يمكن الحد من احتمالية سوء استخدام المرافق المأجرة؟,"بشرط عقدي واضح، و رقابة دورية."
ما هي الضمانات التي يجب أن تضعها الجامعة في عقود التأجير والاستئجار لحماية حقوقها؟,"كفالات مالية، ضمانات بنكية، إلزام الجهة المستأجرة بتعويض الجامعة عن أي ضرر."
كيف يمكن تجنب أي نزاعات قانونية قد تنشأ عن تطبيق هذه التعليمات؟,"بالتزام جميع الأطراف بالتعليمات، وآلية واضحة لحل النزاعات."
ما هي أهمية وجود لجنة متخصصة للإشراف على عملية التأجير والاستئجار؟,"ضمان الشفافية والنزاهة، ودراسة الطلبات بعناية، و تقديم توصيات دقيقة للرئيس."
ما هي المادة التي تتحدث عن تأجير سيارات الجامعة؟,المادة 23.
ما هي الغايات التي يمكن تأجير السيارات لها؟,"الرحلات الطلابية، والبحوث العلمية، ونقل العاملين، والإسعاف، واستعمال المؤسسات الرسمية وغير الرسمية."
هل يمكن تأجير السيارات لأغراض شخصية؟,"لا، وفقًا للمادة 23."
ما هي المادة التي تتحدث عن تأجير القاعات والمدرجات والصالات والملاعب الرياضية؟,المادة 24.
ما هي الغايات التي يمكن تأجير هذه المرافق لها؟,"الغايات العلمية والثقافية والفنية والرياضية، وغير ذلك من النشاطات التي لا تتعارض مع مصلحة الجامعة."
هل يمكن تأجير هذه المرافق لأغراض شخصية؟,"لا، وفقًا للمادة 24."
ما هي المادة التي تتحدث عن إجراءات طلب الاستئجار؟,المادة 25.
كيف تقوم الجهة الراغبة في الاستئجار بتقديم طلبها؟,وفقًا للنموذج المعد لهذه الغاية.
ما هي المدة التي يجب على الجهة الراغبة في الاستئجار تقديم طلبها قبل موعد النشاط؟,ثلاثة أسابيع على الأقل.
هل يمكن تجاوز هذه المدة في حالات خاصة؟,"نعم، بقرار من الرئيس."
من يقوم بتحديد بدل استئجار هذه المرافق؟,الرئيس بناءً على تنسيب اللجنة.
ما هي المادة التي تتحدث عن استئجار الأموال المنقولة وغير المنقولة؟,المادة 28.
من يتولى استئجار الأموال المنقولة وغير المنقولة؟,اللجنة.
ما هي الطرق التي يمكن للجنة استئجار الأموال بها؟,بالطرق التي تراها مناسبة بما يحقق مصلحة الجامعة.
هل قرارات الاستئجار الصادرة عن اللجنة نهائية؟,"لا، خاضعة لتصديق الرئيس."
ما هي المادة التي تتحدث عن عقد الاستئجار؟,المادة 29.
ما هي المعلومات التي يجب أن يتضمنها عقد الاستئجار؟,"جميع الأمور التفصيلية للأموال المستأجرة، وقيمة بدل الاستئجار، وكيفية تأديته، وأية شروط أخرى."
ما هي المادة التي تتحدث عن حق الجامعة في إنهاء عقد الاستئجار؟,المادة 30.
هل للجامعة حق إنهاء عقد الاستئجار بإرادتها المنفردة؟,"نعم، ودون حق الاعتراض أو المطالبة بالتعويض للمتعاقد الآخر."
هل يمكن للجامعة وضع اليد على العقار أو المال المستأجر؟,"نعم، سواء تم إنهاء التعاقد بموجب المادة 30 أو بسبب انتهاء مدة العقد."
ما هي المادة التي تتحدث عن صلاحية المجلس في البت في الأمور غير المنصوص عليها؟,المادة 31.
من يقوم بالبت في الأمور غير المنصوص عليها في التعليمات؟,المجلس.
ما هي صلاحية المجلس في تفسير النصوص؟,له صلاحية تفسير أي نص في التعليمات.
ما هي المادة التي تتحدث عن إلغاء التعليمات السابقة؟,المادة 32.
ما هي التعليمات التي تلغيها هذه التعليمات؟,تعليمات تأجير واستئجار واستثمار الأموال المنقولة وغير المنقولة في الجامعة الهاشمية وأية تعليمات أو قرارات تتعارض مع هذه التعليمات.
ما هي المادة التي تتحدث عن المسؤولين عن تطبيق أحكام هذه التعليمات؟,المادة 33.
من هم المسؤولون عن تطبيق أحكام هذه التعليمات؟,رئيس الجامعة والعمداء والمدراء المعنيون.
ما هي المادة التي تتحدث عن تأجير السيارات؟,المادة 23 مرة أخرى.
ما هي الغايات التي يمكن تأجير السيارات لها؟,"الرحلات الطلابية، والبحوث العلمية، ونقل العاملين، والإسعاف، واستعمال المؤسسات الرسمية وغير الرسمية."
هل يمكن تأجير السيارات لأغراض شخصية؟,"لا، وفقًا للمادة 23."
ما هي المادة التي تتحدث عن تأجير المرافق؟,المادة 24 مرة أخرى.
ما هي الغايات التي يمكن تأجير المرافق لها؟,"الغايات العلمية والثقافية والفنية والرياضية، وغير ذلك من النشاطات التي لا تتعارض مع مصلحة الجامعة."
هل يمكن تأجير المرافق لأغراض شخصية؟,"لا، وفقًا للمادة 24."
ما هي المادة التي تتحدث عن إجراءات طلب الاستئجار؟,المادة 25 مرة أخرى.
كيف تقوم الجهة الراغبة في الاستئجار بتقديم طلبها؟,وفقًا للنموذج المعد لهذه الغاية.
