Question,Answer
هل يمكن تغيير علامة الطالب بعد اعتمادها؟,"في حالات نادرة جدًا، ويمكن ذلك بقرار من مجلس الكلية."
ما هي المدة الزمنية التي يستغرقها تصحيح الامتحانات؟,تختلف حسب عدد الطلاب وطبيعة الامتحان.
هل يتم إخطار الطالب بأي تغييرات تطرأ على طريقة التقييم؟,"نعم، يتم إخطار الطلاب بأي تغييرات."
ما هي أهمية تسجيل العلامات بالرموز؟,للحفاظ على سرية المعلومات وتبسيط عملية التسجيل.
هل يمكن للطالب أن يطلب شرحًا لعلامته؟,"نعم، يمكنه التواصل مع المدرس."
ما هو دور مجلس الكلية في عملية التقييم؟,يعتمد الكشوف النهائية ويحل أي مشاكل قد تنشأ.
كيف يتم حساب المعدل التراكمي للطالب؟,بناءً على مجموع علاماته في جميع المواد.
ما هي العوامل التي تؤثر على تقييم المشاريع والأبحاث؟,"جودة العمل، الالتزام بالمواعيد، القدرة على العرض، وغيرها."
هل يمكن للطالب أن يشارك في تقييم نفسه؟,"في بعض الحالات، يتم استخدام استبيانات لتقييم الأداء الذاتي."
ما هي أهمية التقييم المستمر للطالب؟,يساعد على متابعة تقدمه وتحديد نقاط القوة والضعف لديه.
كيف يمكن للطالب تحسين أدائه في المواد العملية؟,بالممارسة المستمرة والبحث والدراسة.
ما هي أهمية تحديد معايير التقييم بشكل واضح؟,لضمان عدالة التقييم وشفافيته.
هل يمكن للطالب أن يستفيد من ملاحظات المدرس على أوراقه؟,"نعم، يمكنه الاستفادة من هذه الملاحظات لتحسين أدائه."
ما هو دور المدرس في عملية التقييم؟,يقدم التغذية الراجعة للطلاب ويقوم بتصحيح أعمالهم.
كيف يمكن للطالب أن يطمئن على دقة علاماته؟,من خلال مراجعة كشوف العلامات والاتصال بالمدرس أو القسم في حال وجود أي استفسار.
ما هي أهمية حفظ أوراق الامتحانات؟,للحفاظ على سجل أكاديمي دقيق ولإمكانية مراجعتها في حالة الحاجة.
هل يمكن للطالب أن يطلب إعادة تصحيح ورقة امتحانه؟,"نعم، يمكنه تقديم طلب رسمي."
ما هي أهمية الوضوح في معايير التقييم؟,لتجنب أي لبس أو اختلاف في التقييم بين الطلاب.
كيف يمكن للطالب أن يستعد لامتحانات المواد العملية؟,بالممارسة المستمرة والتحضير الجيد.
ماذا يجب على الطالب الذي يتغيب بعذر عن اختبار فصلي؟,يجب على الطالب تقديم ما يثبت عذره لمدرس المادة خلال ثلاثة أيام من تاريخ زوال العذر.
ماذا يحدث إذا قبل مدرس المادة عذر الطالب المتغيب عن الاختبار الفصلي؟,يقوم مدرس المادة بإجراء اختبار تعويضي للطالب.
ماذا يحدث إذا تغيب الطالب عن الامتحان النهائي؟,يُسجل الطالب غائباً في الامتحان النهائي وتُرصَّد له (غ) في خانة العلامة النهائية.
في أي حال يُعتبر الطالب راسبًا في المادة بسبب غيابه عن الامتحان النهائي؟,يُعتبر الطالب راسبًا إذا تغيب عن الامتحان النهائي ولم يتقدم بعذره خلال أسبوع من تاريخ زوال العذر أو إذا قدم عذرًا لم يقبله عميد الكلية.
ماذا يحدث في حالة قبول عميد الكلية لعذر الطالب المتغيب عن الامتحان النهائي؟,يجرى للطالب امتحان تعويضي في مدة أقصاها نهاية الأسبوع الثاني من بداية الفصل التالي.
هل يُعتبر الفصل الصيفي جزءًا من الفصل الدراسي للامتحانات التعويضية؟,"نعم، يُعتبر الفصل الصيفي الأول أو الثاني فصلاً دراسيًا لهذه الغاية إذا سجل الطالب لدراسته."
كم من الوقت يجب على الطالب الانتظار للحصول على امتحان تعويضي بعد قبول العذر؟,يجب أن يُجرى الامتحان التعويضي في مدة أقصاها نهاية الأسبوع الثاني من بداية الفصل التالي.
في أي موعد يجب على عمادة الكلية تزويد وحدة القبول والتسجيل بنتيجة اكتمال العلامة؟,يجب أن تزود عمادة الكلية وحدة القبول والتسجيل بنتيجة اكتمال العلامة في موعد أقصاه نهاية الأسبوع الثالث من الفصل الذي تقدم فيه الطالب للامتحان.
ماذا يحدث إذا لم يتمكن الطالب من زوال عذره في المدة المحددة؟,يُعد الطالب منسحبًا من المادة بقرار خطي من عميد الكلية التي تطرح المادة.
ماذا يجب على عميد الكلية القيام به إذا لم يتمكن الطالب من زوال عذره في الوقت المحدد؟,يصدر عميد الكلية قرارًا خطيًا بانسحاب الطالب من المادة.
في أي الحالات يجب أن يُبلغ عميد الكلية نتيجة الطالب النهائية؟,يجب أن يُبلغ عميد الكلية مدير القبول والتسجيل بالنتيجة النهائية للطالب في جميع الحالات.
ما هي الإجراءات التي يجب على الطالب اتخاذها إذا تغيب عن الامتحان النهائي بعذر مرضي أو قهري؟,يجب تقديم عذر مرضي أو قهري يقبله عميد الكلية ليتمكن من تقديم امتحان تعويضي في الفصل التالي.
ما هي المدة التي يتم خلالها تحديد موعد الامتحان التعويضي؟,يجب أن يُجرى الامتحان التعويضي في موعد أقصاه نهاية الأسبوع الثاني من بداية الفصل التالي.
ماذا يجب على الطالب القيام به إذا تأخر في تقديم عذره بعد غيابه عن الامتحان النهائي؟,يُعتبر الطالب راسبًا في المادة إذا لم يتقدم بعذره خلال أسبوع من تاريخ زوال العذر.
